"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 09/01/2018 AL 09/01/2018 SIN IVA","FECHA 31/01/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","02314","JAMBA HOJA BAÑO LIVIANO ( NA )","21",42.00,2.00,78.57,0.00,78.57,100.00,"02314","JAMBA HOJA BAÑO LIVIANO ( NA )",42.00,78.57,"02314","JAMBA HOJA BAÑO LIVIANO ( NA )",42.00,2.00,78.57,0.00,78.57,100.00,"TOTAL GENERAL",1732.00,11376.47,"TOTAL GENERAL",1732.00,280.00,11376.47,1659.85,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 09/01/2018 AL 09/01/2018 SIN IVA","FECHA 31/01/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","02340","JAMBA MARCO BAÑO ESTANDAR ( NA )","21",63.00,3.00,352.63,310.89,41.74,11.84,"02340","JAMBA MARCO BAÑO ESTANDAR ( NA )",63.00,352.63,"02340","JAMBA MARCO BAÑO ESTANDAR ( NA )",63.00,3.00,352.63,310.89,41.74,11.84,"TOTAL GENERAL",1732.00,11376.47,"TOTAL GENERAL",1732.00,280.00,11376.47,1659.85,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 09/01/2018 AL 09/01/2018 SIN IVA","FECHA 31/01/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","02423","TUBO 3 x 1-3/4 x 0.070"" ( NA )","21",42.00,2.00,519.64,342.16,177.48,34.15,"02423","TUBO 3 x 1-3/4 x 0.070"" ( NA )",42.00,519.64,"02423","TUBO 3 x 1-3/4 x 0.070"" ( NA )",42.00,2.00,519.64,342.16,177.48,34.15,"TOTAL GENERAL",1732.00,11376.47,"TOTAL GENERAL",1732.00,280.00,11376.47,1659.85,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 09/01/2018 AL 09/01/2018 SIN IVA","FECHA 31/01/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","02858","PASAMANOS 2.5"" ( NATURAL )","19",38.00,2.00,660.71,0.00,660.71,100.00,"02858","PASAMANOS 2.5"" ( NATURAL )",38.00,660.71,"02858","PASAMANOS 2.5"" ( NATURAL )",38.00,2.00,660.71,0.00,660.71,100.00,"TOTAL GENERAL",1732.00,11376.47,"TOTAL GENERAL",1732.00,280.00,11376.47,1659.85,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 09/01/2018 AL 09/01/2018 SIN IVA","FECHA 31/01/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","03205","BATIENTE PROY. 3831 ML TRIANGULAR ( BR )","21",357.00,17.00,758.93,406.03,352.90,46.50,"03205","BATIENTE PROY. 3831 ML TRIANGULAR ( BR )",357.00,758.93,"03205","BATIENTE PROY. 3831 ML TRIANGULAR ( BR )",357.00,17.00,758.93,406.03,352.90,46.50,"TOTAL GENERAL",1732.00,11376.47,"TOTAL GENERAL",1732.00,280.00,11376.47,1659.85,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 09/01/2018 AL 09/01/2018 SIN IVA","FECHA 31/01/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","03421","TUBO 1-3/4 x 1 x 0.046"" ( BR )","21",21.00,1.00,110.71,59.15,51.56,46.57,"03421","TUBO 1-3/4 x 1 x 0.046"" ( BR )",21.00,110.71,"03421","TUBO 1-3/4 x 1 x 0.046"" ( BR )",21.00,1.00,110.71,59.15,51.56,46.57,"TOTAL GENERAL",1732.00,11376.47,"TOTAL GENERAL",1732.00,280.00,11376.47,1659.85,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 09/01/2018 AL 09/01/2018 SIN IVA","FECHA 31/01/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","03505","CANAL U 1/2 x 1/2 x 0.045"" ( BR )","21",63.00,3.00,83.84,45.94,37.90,45.21,"03505","CANAL U 1/2 x 1/2 x 0.045"" ( BR )",63.00,83.84,"03505","CANAL U 1/2 x 1/2 x 0.045"" ( BR )",63.00,3.00,83.84,45.94,37.90,45.21,"TOTAL GENERAL",1732.00,11376.47,"TOTAL GENERAL",1732.00,280.00,11376.47,1659.85,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 09/01/2018 AL 09/01/2018 SIN IVA","FECHA 31/01/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","04422","TUBO 1-3/4 x 1-3/4 x 0.046"" ( NE )","21",42.00,2.00,290.00,155.87,134.13,46.25,"04422","TUBO 1-3/4 x 1-3/4 x 0.046"" ( NE )",42.00,290.00,"04422","TUBO 1-3/4 x 1-3/4 x 0.046"" ( NE )",42.00,2.00,290.00,155.87,134.13,46.25,"TOTAL GENERAL",1732.00,11376.47,"TOTAL GENERAL",1732.00,280.00,11376.47,1659.85,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 09/01/2018 AL 09/01/2018 SIN IVA","FECHA 31/01/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","04452","TUBO 1-3/4 X 1-3/4 X 0.093 ( NE )","21",21.00,1.00,318.04,0.00,318.04,100.00,"04452","TUBO 1-3/4 X 1-3/4 X 0.093 ( NE )",21.00,318.04,"04452","TUBO 1-3/4 X 1-3/4 X 0.093 ( NE )",21.00,1.00,318.04,0.00,318.04,100.00,"TOTAL GENERAL",1732.00,11376.47,"TOTAL GENERAL",1732.00,280.00,11376.47,1659.85,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 09/01/2018 AL 09/01/2018 SIN IVA","FECHA 31/01/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","04505","CANAL U 1/2 x 1/2 x 0.045""","21",42.00,2.00,58.57,30.90,27.67,47.24,"04505","CANAL U 1/2 x 1/2 x 0.045""",42.00,58.57,"04505","CANAL U 1/2 x 1/2 x 0.045""",42.00,2.00,58.57,30.90,27.67,47.24,"TOTAL GENERAL",1732.00,11376.47,"TOTAL GENERAL",1732.00,280.00,11376.47,1659.85,,
