"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 17/02/2018 AL 17/02/2018 SIN IVA","FECHA 21/02/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","02204","BATIENTE PROY. 3831 ML  REDONDO ( NA )","21",63.00,3.00,120.54,56.46,64.08,53.16,"02204","BATIENTE PROY. 3831 ML  REDONDO ( NA )",63.00,120.54,"02204","BATIENTE PROY. 3831 ML  REDONDO ( NA )",63.00,3.00,120.54,56.46,64.08,53.16,"TOTAL GENERAL",630.00,1503.62,"TOTAL GENERAL",630.00,31.00,1503.62,836.11,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 17/02/2018 AL 17/02/2018 SIN IVA","FECHA 21/02/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","02206","MARCO FIJO PROYECT. 3831 ML ( NA )","21",63.00,3.00,219.67,100.71,118.96,54.16,"02206","MARCO FIJO PROYECT. 3831 ML ( NA )",63.00,219.67,"02206","MARCO FIJO PROYECT. 3831 ML ( NA )",63.00,3.00,219.67,100.71,118.96,54.16,"TOTAL GENERAL",630.00,1503.62,"TOTAL GENERAL",630.00,31.00,1503.62,836.11,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 17/02/2018 AL 17/02/2018 SIN IVA","FECHA 21/02/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","02331","TOPE F STEEL CORREDIZA ( NA )","21",21.00,1.00,193.75,94.08,99.67,51.44,"02331","TOPE F STEEL CORREDIZA ( NA )",21.00,193.75,"02331","TOPE F STEEL CORREDIZA ( NA )",21.00,1.00,193.75,94.08,99.67,51.44,"TOTAL GENERAL",630.00,1503.62,"TOTAL GENERAL",630.00,31.00,1503.62,836.11,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 17/02/2018 AL 17/02/2018 SIN IVA","FECHA 21/02/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","02336","RIEL INFERIOR POCKET  CORREDIZA ( NA )","21",21.00,1.00,98.21,49.25,48.96,49.85,"02336","RIEL INFERIOR POCKET  CORREDIZA ( NA )",21.00,98.21,"02336","RIEL INFERIOR POCKET  CORREDIZA ( NA )",21.00,1.00,98.21,49.25,48.96,49.85,"TOTAL GENERAL",630.00,1503.62,"TOTAL GENERAL",630.00,31.00,1503.62,836.11,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 17/02/2018 AL 17/02/2018 SIN IVA","FECHA 21/02/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","02395","MARCO LATERIAL VC-1500 ( NA )","10.5",21.00,2.00,51.79,32.19,19.60,37.84,"02395","MARCO LATERIAL VC-1500 ( NA )",21.00,51.79,"02395","MARCO LATERIAL VC-1500 ( NA )",21.00,2.00,51.79,32.19,19.60,37.84,"TOTAL GENERAL",630.00,1503.62,"TOTAL GENERAL",630.00,31.00,1503.62,836.11,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 17/02/2018 AL 17/02/2018 SIN IVA","FECHA 21/02/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","02400","TUBO 1 x 1 x 0.045 ( NA )","21",21.00,1.00,61.88,34.62,27.26,44.05,"02400","TUBO 1 x 1 x 0.045 ( NA )",21.00,61.88,"02400","TUBO 1 x 1 x 0.045 ( NA )",21.00,1.00,61.88,34.62,27.26,44.05,"TOTAL GENERAL",630.00,1503.62,"TOTAL GENERAL",630.00,31.00,1503.62,836.11,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 17/02/2018 AL 17/02/2018 SIN IVA","FECHA 21/02/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","02422","TUBO 1-3/4 x 1-3/4 x 0.046"" ( NA )","21",63.00,3.00,370.55,218.54,152.02,41.02,"02422","TUBO 1-3/4 x 1-3/4 x 0.046"" ( NA )",63.00,370.55,"02422","TUBO 1-3/4 x 1-3/4 x 0.046"" ( NA )",63.00,3.00,370.55,218.54,152.02,41.02,"TOTAL GENERAL",630.00,1503.62,"TOTAL GENERAL",630.00,31.00,1503.62,836.11,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 17/02/2018 AL 17/02/2018 SIN IVA","FECHA 21/02/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","02438","TUBO VITRINA 1"" ( NA )","21",21.00,1.00,60.45,28.11,32.34,53.50,"02438","TUBO VITRINA 1"" ( NA )",21.00,60.45,"02438","TUBO VITRINA 1"" ( NA )",21.00,1.00,60.45,28.11,32.34,53.50,"TOTAL GENERAL",630.00,1503.62,"TOTAL GENERAL",630.00,31.00,1503.62,836.11,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 17/02/2018 AL 17/02/2018 SIN IVA","FECHA 21/02/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","02517","ANGULAR 1/2 x 3/8 x 1/16 ( NA )","21",315.00,15.00,278.57,197.58,80.99,29.07,"02517","ANGULAR 1/2 x 3/8 x 1/16 ( NA )",315.00,278.57,"02517","ANGULAR 1/2 x 3/8 x 1/16 ( NA )",315.00,15.00,278.57,197.58,80.99,29.07,"TOTAL GENERAL",630.00,1503.62,"TOTAL GENERAL",630.00,31.00,1503.62,836.11,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 17/02/2018 AL 17/02/2018 SIN IVA","FECHA 21/02/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","03055","UNION PLANA NT ( BR )","21",21.00,1.00,48.21,24.59,23.63,49.00,"03055","UNION PLANA NT ( BR )",21.00,48.21,"03055","UNION PLANA NT ( BR )",21.00,1.00,48.21,24.59,23.63,49.00,"TOTAL GENERAL",630.00,1503.62,"TOTAL GENERAL",630.00,31.00,1503.62,836.11,667.51,44.39
