"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 31/01/2018 AL 31/01/2018 SIN IVA","FECHA 12/02/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","021405","PILASTRA LISA PUERTA ( TEE/ AN )","20",1.00,1.00,182.86,0.00,182.86,100.00%,"021405","PILASTRA LISA PUERTA ( TEE/ AN )",1.00,182.86,"021405","PILASTRA LISA PUERTA ( TEE/ AN )",1.00,1.00,182.86,0.00,182.86,100.00%,"TOTAL GENERAL",4,601.00,13,404.11,"TOTAL GENERAL",4,601.00,410.00,13,404.11,8,194.51,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 31/01/2018 AL 31/01/2018 SIN IVA","FECHA 12/02/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","021406","HOJA LISA PUERTA S/1400 ( AN )","20",40.00,2.00,345.00,213.21,131.79,38.20%,"021406","HOJA LISA PUERTA S/1400 ( AN )",40.00,345.00,"021406","HOJA LISA PUERTA S/1400 ( AN )",40.00,2.00,345.00,213.21,131.79,38.20%,"TOTAL GENERAL",4,601.00,13,404.11,"TOTAL GENERAL",4,601.00,410.00,13,404.11,8,194.51,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 31/01/2018 AL 31/01/2018 SIN IVA","FECHA 12/02/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","021407","CERCO LISO DE PUERTA S/1400 ( AN )","20",2.00,2.00,324.82,203.63,121.19,37.31%,"021407","CERCO LISO DE PUERTA S/1400 ( AN )",2.00,324.82,"021407","CERCO LISO DE PUERTA S/1400 ( AN )",2.00,2.00,324.82,203.63,121.19,37.31%,"TOTAL GENERAL",4,601.00,13,404.11,"TOTAL GENERAL",4,601.00,410.00,13,404.11,8,194.51,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 31/01/2018 AL 31/01/2018 SIN IVA","FECHA 12/02/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","021429","JUNQUILLO REDONDO MEDIANO ( BATIENTE/ AN )","20",40.00,2.00,63.93,43.25,20.68,32.35%,"021429","JUNQUILLO REDONDO MEDIANO ( BATIENTE/ AN )",40.00,63.93,"021429","JUNQUILLO REDONDO MEDIANO ( BATIENTE/ AN )",40.00,2.00,63.93,43.25,20.68,32.35%,"TOTAL GENERAL",4,601.00,13,404.11,"TOTAL GENERAL",4,601.00,410.00,13,404.11,8,194.51,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 31/01/2018 AL 31/01/2018 SIN IVA","FECHA 12/02/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","02189","FIJO CON VENA LIVIANO ( NA )","21",1.00,1.00,75.80,52.88,22.93,30.25%,"02189","FIJO CON VENA LIVIANO ( NA )",1.00,75.80,"02189","FIJO CON VENA LIVIANO ( NA )",1.00,1.00,75.80,52.88,22.93,30.25%,"TOTAL GENERAL",4,601.00,13,404.11,"TOTAL GENERAL",4,601.00,410.00,13,404.11,8,194.51,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 31/01/2018 AL 31/01/2018 SIN IVA","FECHA 12/02/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","02190","FIJO CON VENA NT ( NA )","21",21.00,1.00,74.11,49.35,24.76,33.41%,"02190","FIJO CON VENA NT ( NA )",21.00,74.11,"02190","FIJO CON VENA NT ( NA )",21.00,1.00,74.11,49.35,24.76,33.41%,"TOTAL GENERAL",4,601.00,13,404.11,"TOTAL GENERAL",4,601.00,410.00,13,404.11,8,194.51,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 31/01/2018 AL 31/01/2018 SIN IVA","FECHA 12/02/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","02192","FIJO SIN VENA NT ( NA )","21",21.00,1.00,55.80,35.31,20.49,36.72%,"02192","FIJO SIN VENA NT ( NA )",21.00,55.80,"02192","FIJO SIN VENA NT ( NA )",21.00,1.00,55.80,35.31,20.49,36.72%,"TOTAL GENERAL",4,601.00,13,404.11,"TOTAL GENERAL",4,601.00,410.00,13,404.11,8,194.51,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 31/01/2018 AL 31/01/2018 SIN IVA","FECHA 12/02/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","02195","BATIENTE LIVIANO NT ( NA )","21",63.00,3.00,118.57,81.07,37.50,31.63%,"02195","BATIENTE LIVIANO NT ( NA )",63.00,118.57,"02195","BATIENTE LIVIANO NT ( NA )",63.00,3.00,118.57,81.07,37.50,31.63%,"TOTAL GENERAL",4,601.00,13,404.11,"TOTAL GENERAL",4,601.00,410.00,13,404.11,8,194.51,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 31/01/2018 AL 31/01/2018 SIN IVA","FECHA 12/02/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","02319","SILLAR HOJA CORREDIZA CA LIV ( AN )","21",21.00,1.00,120.98,78.34,42.64,35.25%,"02319","SILLAR HOJA CORREDIZA CA LIV ( AN )",21.00,120.98,"02319","SILLAR HOJA CORREDIZA CA LIV ( AN )",21.00,1.00,120.98,78.34,42.64,35.25%,"TOTAL GENERAL",4,601.00,13,404.11,"TOTAL GENERAL",4,601.00,410.00,13,404.11,8,194.51,,
"CMI, S.A.","PAGINA:  1","VENTAS POR PRODUCTO DEL 31/01/2018 AL 31/01/2018 SIN IVA","FECHA 12/02/2018","BODEGA O TIENDA: Z12 TIENDA ZONA 12","TODOS LOS VENDEDORES","TODOS LOS CLIENTES","TODAS LAS MARCAS",0.00,"CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","CODPROD","DESCRIPCION","MEDIDA","MT2","UNI"," VENTA","COSTO","UTILIDAD","MARGEN","02322","CABEZAL HOJA CORREDIZA CA (AN)","21",21.00,1.00,134.38,91.04,43.34,32.25%,"02322","CABEZAL HOJA CORREDIZA CA (AN)",21.00,134.38,"02322","CABEZAL HOJA CORREDIZA CA (AN)",21.00,1.00,134.38,91.04,43.34,32.25%,"TOTAL GENERAL",4,601.00,13,404.11,"TOTAL GENERAL",4,601.00,410.00,13,404.11,8,194.51,,
